,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,58.56,60.61,0.0
1,OTHER,65.38,44.44,0.0
2,NATIVE-AM,0.0,100.0,0.0
3,HISP-LT,59.57,65.33,100.0
4,ASIA-PI,54.29,71.6,100.0
5,WHITE,75.93,77.42,40.0
6,BLACK,70.59,77.61,0.0
