,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,48.77,49.78,0.0
1,OTHER,55.0,23.08,0.0
2,NATIVE-AM,42.86,25.0,0.0
3,HISP-LT,41.18,31.58,0.0
4,ASIA-PI,19.05,43.48,0.0
5,WHITE,65.53,66.71,42.86
6,BLACK,49.39,60.3,0.0
