,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,44.55,47.55,0.0
1,OTHER,33.51,40.23,0.0
2,NATIVE-AM,50.0,50.0,0.0
3,HISP-LT,41.5,40.78,0.0
4,ASIA-PI,35.83,49.25,0.0
5,WHITE,59.11,56.38,62.5
6,BLACK,46.53,55.93,0.0
