,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,44.44,56.92,0.0
1,OTHER,40.0,50.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,37.5,72.73,0.0
4,ASIA-PI,75.0,100.0,0.0
5,WHITE,60.54,65.15,100.0
6,BLACK,31.9,39.91,0.0
