,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,40.54,51.61,0.0
1,OTHER,0.0,50.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,50.0,40.0,0.0
4,ASIA-PI,50.0,50.0,0.0
5,WHITE,66.72,67.23,0.0
6,BLACK,59.38,69.66,0.0
