,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,50.0,57.45,0.0
1,OTHER,70.0,52.17,0.0
2,NATIVE-AM,50.0,100.0,0.0
3,HISP-LT,60.0,75.61,0.0
4,ASIA-PI,62.96,65.62,100.0
5,WHITE,75.09,78.23,100.0
6,BLACK,66.32,76.47,0.0
