RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,50.00,55.21,0.00,52.69
OTHER,58.82,69.70,100.0,65.22
NATIVE-AM,33.33,66.67,0.00,50.00
HISP-LT,68.18,63.16,0.00,65.00
ASIA-PI,65.12,52.86,0.00,57.52
WHITE,71.51,73.93,75.00,72.82
BLACK,59.68,64.93,0.00,63.27
TOTAL,68.85,70.89,83.33,70.00
