PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
1675,987.0,0.0,55.0,53.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,418.0,383.0,0.0,34.0,29.0
250,3367.0,2.0,219.0,233.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,32.0,27.0,1.0,1374.0,1201.0,0.0,121.0,113.0
414,1133.0,1.0,59.0,74.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,473.0,464.0,0.0,22.0,24.0
415,4281.0,1.0,313.0,300.0,0.0,20.0,15.0,0.0,1.0,0.0,0.0,16.0,21.0,0.0,10.0,10.0,0.0,1708.0,1486.0,0.0,206.0,174.0
416,2329.0,2.0,156.0,161.0,0.0,9.0,5.0,0.0,1.0,0.0,0.0,9.0,10.0,0.0,4.0,2.0,2.0,992.0,876.0,0.0,59.0,41.0
417,4728.0,0.0,385.0,377.0,0.0,24.0,25.0,0.0,0.0,1.0,0.0,43.0,27.0,0.0,17.0,25.0,1.0,1847.0,1595.0,0.0,199.0,162.0
418,4025.0,1.0,235.0,192.0,0.0,14.0,10.0,0.0,2.0,0.0,0.0,17.0,10.0,0.0,9.0,8.0,0.0,1386.0,1174.0,1.0,558.0,408.0
419,3511.0,0.0,289.0,272.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,32.0,28.0,0.0,11.0,11.0,0.0,1261.0,981.0,1.0,349.0,252.0
420,4188.0,2.0,343.0,292.0,0.0,19.0,11.0,0.0,1.0,1.0,0.0,19.0,13.0,0.0,7.0,10.0,0.0,870.0,669.0,0.0,1204.0,727.0
421,3639.0,1.0,307.0,285.0,0.0,18.0,23.0,0.0,0.0,1.0,0.0,39.0,25.0,0.0,22.0,20.0,1.0,1318.0,1108.0,1.0,283.0,187.0
422,3852.0,1.0,240.0,275.0,0.0,9.0,8.0,0.0,1.0,0.0,0.0,24.0,26.0,0.0,5.0,5.0,1.0,1574.0,1454.0,0.0,114.0,115.0
423,3971.0,1.0,273.0,289.0,0.0,11.0,6.0,0.0,0.0,2.0,0.0,18.0,16.0,0.0,11.0,8.0,0.0,1662.0,1453.0,0.0,127.0,94.0
424,3046.0,0.0,216.0,195.0,0.0,12.0,9.0,0.0,1.0,1.0,0.0,20.0,15.0,1.0,6.0,7.0,1.0,1215.0,1191.0,0.0,84.0,72.0
425,3496.0,0.0,286.0,249.0,0.0,25.0,9.0,0.0,1.0,0.0,0.0,22.0,17.0,0.0,2.0,5.0,3.0,943.0,747.0,0.0,772.0,415.0
426,1879.0,0.0,122.0,117.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,6.0,4.0,0.0,748.0,702.0,0.0,90.0,72.0
427,3167.0,1.0,284.0,265.0,0.0,16.0,13.0,0.0,1.0,3.0,0.0,28.0,18.0,0.0,23.0,16.0,3.0,1020.0,890.0,0.0,333.0,253.0
454,1178.0,0.0,89.0,78.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,5.0,7.0,0.0,5.0,4.0,0.0,483.0,422.0,0.0,44.0,33.0
502,1665.0,1.0,95.0,104.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0,8.0,3.0,0.0,3.0,1.0,0.0,740.0,654.0,0.0,25.0,21.0
503,988.0,0.0,61.0,60.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,392.0,398.0,0.0,46.0,26.0
559,1584.0,0.0,98.0,87.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,10.0,5.0,0.0,5.0,2.0,1.0,631.0,606.0,0.0,63.0,68.0
99999,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
TOTAL,57017.0,14.0,4125.0,3958.0,0.0,220.0,178.0,0.0,12.0,11.0,0.0,340.0,260.0,1.0,184.0,167.0,14.0,21055.0,18454.0,3.0,4734.0,3287.0
