PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
201,476.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,246.0,195.0,0.0,13.0,9.0
202,883.0,0.0,7.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,434.0,421.0,0.0,3.0,1.0
301,396.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,1.0,0.0,0.0,169.0,155.0,0.0,31.0,26.0
302,461.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,244.0,202.0,0.0,3.0,2.0
401,573.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,1.0,1.0,0.0,258.0,228.0,0.0,41.0,22.0
402,437.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,214.0,193.0,0.0,6.0,6.0
501,863.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,0.0,0.0,1.0,2.0,448.0,332.0,0.0,46.0,14.0
502,290.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,121.0,118.0,0.0,33.0,16.0
TOTAL,4379.0,0.0,31.0,21.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,41.0,19.0,0.0,4.0,3.0,2.0,2134.0,1844.0,0.0,176.0,96.0
