,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,42.86,47.0,0.0
1,OTHER,35.29,34.78,0.0
2,NATIVE-AM,0.0,66.67,0.0
3,HISP-LT,28.57,41.07,0.0
4,ASIA-PI,47.06,40.0,0.0
5,WHITE,68.68,70.47,0.0
6,BLACK,48.53,59.3,0.0
