RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,41.86,55.38,0.00,48.65
OTHER,50.00,60.98,0.00,57.14
NATIVE-AM,100.0,100.0,0.00,100.0
HISP-LT,61.54,64.71,0.00,63.33
ASIA-PI,66.67,80.00,0.00,75.00
WHITE,57.73,62.75,0.00,60.30
BLACK,57.75,68.90,0.00,64.01
TOTAL,56.42,67.54,0.00,62.61
