,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,53.57,56.99,0.0
1,OTHER,33.33,64.29,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,16.67,57.14,0.0
4,ASIA-PI,57.14,57.14,0.0
5,WHITE,68.76,69.63,50.0
6,BLACK,43.75,59.93,0.0
