RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,53.57,56.99,0.0,55.7
OTHER,33.33,64.29,0.0,55.0
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,16.67,57.14,0.0,38.46
ASIA-PI,57.14,57.14,0.0,57.14
WHITE,68.76,69.63,50.0,69.21
BLACK,43.75,59.93,0.0,53.86
TOTAL,63.08,66.64,40.0,65.09
