,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,75.0,75.0,0.0
1,OTHER,100.0,100.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,100.0,66.67,0.0
4,ASIA-PI,0.0,0.0,0.0
5,WHITE,63.87,66.67,0.0
6,BLACK,47.06,72.5,0.0
