,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,51.28,47.5,0.0
1,OTHER,100.0,33.33,0.0
2,NATIVE-AM,0.0,66.67,0.0
3,HISP-LT,45.45,40.0,0.0
4,ASIA-PI,50.0,100.0,0.0
5,WHITE,69.22,68.53,0.0
6,BLACK,27.27,37.5,0.0
