PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
002,73.19,0,61.88,66.23,0,57.89,61.54,0,0,0,0,68.33,59.09,0,59.09,77.78,0,75.37,73.56,0,81.82,67.35
003,74.56,0,64.58,61.02,0,75,80,0,100,0,0,68.42,60,0,66.67,57.14,0,77.17,74.77,0,57.14,71.43
004,73.17,0,57.45,55,0,50,60,0,0,0,0,62.5,91.67,0,50,50,100,74.29,75.31,0,57.14,42.11
005,68.32,100,57.46,51.11,0,52.38,66.67,0,100,0,0,60.38,51.43,0,65.22,76.92,100,70.74,68.94,0,78.43,53.49
006,65.83,100,54.85,46.35,0,71.05,59.18,0,0,100,0,60.14,60.36,0,50.85,59.65,100,70.4,67.59,0,71.1,57.20
007,70.24,0,62.42,50.32,0,50,60,0,100,100,0,69.23,70,0,52.78,56.25,0,73.94,71.64,0,61.19,60.95
008,75.8,100,68.24,63.92,100,92.31,71.43,0,66.67,100,0,71.88,57.78,0,55.17,81.82,100,78.21,76.59,0,77.33,56.58
009,69.85,100,58.6,60.63,0,62.07,42.11,0,0,0,0,54.55,52.73,0,63.64,73.68,50,73.49,70.07,0,61.9,56.25
010,62.22,100,58.33,52.67,0,51.85,50,0,0,66.67,0,55.93,43.52,0,73.33,33.33,133.33,65.95,64.22,0,60.13,34.91
011,58.67,50,54.7,41.47,100,60.61,51.61,0,0,0,0,60,53.61,0,60.71,31.82,50,64.25,61.13,0,51.67,44.65
012,63,33.33,55.56,49.43,0,73.17,50,0,50,50,100,61.36,56.1,0,50.98,47.37,0,68.78,64.76,0,55.74,43.28
013,73.17,0,69.03,67.24,0,70,60,0,50,100,0,69.44,48.15,0,100,66.67,100,75.16,73.37,0,66.13,60.00
014,70.62,0,70.59,36.84,0,100,0,0,0,0,0,60,50,0,66.67,0,0,74.77,71,0,100,0
015,69.14,0,55.64,56.3,0,50,75,0,80,100,0,67.57,59.09,0,65.22,50,0,71.95,70.21,0,69.83,65.66
016,61.09,100,51.84,44.79,0,50,42.86,0,50,100,0,57.03,45.92,0,44.74,47.62,100,64.72,63.18,0,61.39,51.74
018,73.08,0,65.61,66.03,0,55.56,64.29,0,100,100,0,57.14,74.19,0,45.45,30.77,83.33,75.53,72.96,0,81.25,52.63
019,72.02,100,67.91,58.74,0,50,62.5,0,50,100,0,64.63,60.47,0,83.33,62.16,0,75.14,72.29,0,66.92,61.29
020,73.68,100,71.43,68.66,0,50,72.73,0,0,0,0,68.42,57.69,0,41.67,50,0,75.14,74.65,0,66.67,34.78
021,71.93,0,57.14,59.35,0,54.55,80,0,0,0,0,67.86,78.57,0,64.29,63.64,100,75.63,70.73,0,76.47,63.16
022,63.6,0,49.44,49.49,0,30.77,72.73,0,0,0,0,61.82,52.38,0,46.15,25,100,67.1,66.05,0,53.33,35.29
023,62.99,100,56.02,41.33,0,63.89,61.9,0,0,50,0,59.56,49.57,0,57.69,48.39,0,67.37,64.23,0,63.35,53.21
024,64.06,50,56.44,52.37,0,60.34,33.33,0,50,100,0,59.65,53.9,0,51.16,43.18,100,68.5,65.07,0,63.61,51.59
026,70.76,33.33,63.25,59.43,0,63.41,63.83,0,0,100,0,74.17,72.48,0,59.65,61.7,50,73,71.32,0,76.83,63.45
027,73.91,100,66.29,61.05,0,62.5,58.33,0,33.33,0,0,67.86,55.88,0,70.37,80,0,76.28,75.38,0,63.22,62.69
028,71.8,0,56.7,55.38,0,92.86,58.82,0,100,0,0,78.38,55.17,0,40,57.14,0,75.24,71.58,0,74.07,64.29
029,64.51,0,53.79,47.8,0,63.64,35.29,0,0,50,0,70.21,55.88,0,55,60,0,68.07,64.61,0,65.83,64.29
030,71.62,0,59.46,63.33,0,62.5,62.5,0,0,100,0,76.92,52.63,0,25,50,0,73.1,72.44,0,56.25,57.14
031,59.6,0,43.04,34.69,0,63.64,35.29,0,50,0,0,38.55,45.68,0,84.62,50,0,65.08,63.55,0,55.47,51.95
032,72.36,100,56.72,58.11,0,55,83.33,0,0,0,0,64.15,69.23,0,70.59,33.33,100,75.26,73.27,0,68.85,56.82
033,69.76,0,59.09,40.91,0,0,80,0,0,100,0,71.43,66.67,0,50,0,0,74.73,69.61,0,0,20.00
034,74.66,75,71.91,63.96,0,58.33,70,0,100,100,0,62.96,61.11,0,61.11,71.43,0,75.92,75.53,0,81.82,63.04
035,71.32,0,59.57,62.92,0,33.33,62.5,0,0,0,0,45.83,44.44,0,80,40,0,74.2,72.57,0,70.59,50.00
036,67.74,33.33,61.05,55.16,100,55,50,0,100,100,100,57.76,45,100,53.06,55.56,100,71.29,68.94,0,62.18,52.85
037,69.8,100,63.82,62.85,0,63.64,52.94,0,40,66.67,0,60.49,55.56,0,60.61,70.83,0,71.26,71.06,100,70.41,65.08
038,74.77,100,57.5,67.63,0,70.59,58.33,0,0,100,0,68.75,61.11,100,50,60,33.33,77.03,76.59,0,59.32,51.06
039,69.08,33.33,61.36,59.88,0,53.33,53.33,0,100,66.67,0,58.33,41.07,0,66.67,56.25,0,71.81,69.8,0,60,58.97
