RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,37.50,47.97,0.00,43.17
OTHER,13.64,34.29,0.00,26.32
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,35.14,57.14,0.00,47.67
ASIA-PI,50.00,41.67,0.00,44.44
WHITE,41.26,48.32,0.00,44.90
BLACK,43.81,63.81,0.00,55.34
TOTAL,42.70,60.99,0.00,53.12
