,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,37.84,52.04,0.0
1,OTHER,33.33,0.0,0.0
2,NATIVE-AM,0.0,100.0,100.0
3,HISP-LT,57.14,18.18,0.0
4,ASIA-PI,40.0,50.0,0.0
5,WHITE,65.47,65.22,0.0
6,BLACK,45.65,46.91,0.0
