,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,41.51,70.83,0.0
1,OTHER,0.0,0.0,0.0
2,NATIVE-AM,50.0,0.0,0.0
3,HISP-LT,50.0,44.44,0.0
4,ASIA-PI,0.0,50.0,0.0
5,WHITE,74.01,72.82,0.0
6,BLACK,53.51,70.49,0.0
