,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,47.73,55.17,0.0
1,OTHER,0.0,75.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,76.19,69.23,0.0
4,ASIA-PI,25.0,0.0,0.0
5,WHITE,75.9,75.67,0.0
6,BLACK,54.55,57.14,0.0
