PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
02,63.75,0,66.67,66.67,0,100,0,0,0,0,0,0,0,0,100,0,0,69.88,59.21,0,68.29,50.00
03,56.96,0,45.45,19.35,0,0,0,0,0,0,0,0,0,0,100,100,0,66.57,62.54,0,58.53,36.56
04,62.46,0,46.15,61.54,0,0,0,0,0,0,0,0,0,0,50,100,0,73.2,71.75,0,62.14,46.95
05,67.45,0,40,80,0,0,100,0,0,0,0,0,100,0,0,0,0,75.96,68.51,0,59.46,49.15
06,65.47,0,38.46,15.38,0,100,0,0,0,0,0,100,100,0,0,0,100,71.81,64.85,0,53.7,46.67
07,61.49,0,23.53,39.13,0,0,100,0,0,0,0,0,0,0,0,0,100,71.12,73.5,0,63.57,42.23
08,60.6,0,20,0,0,0,100,0,0,0,0,100,0,0,0,0,0,67.11,75.64,0,64.8,43.75
09,65.69,0,57.14,64.29,0,0,0,0,0,0,0,0,0,0,100,0,0,73.45,67.07,0,54.12,41.10
10,57.56,0,66.67,50,0,0,0,0,0,0,0,50,50,0,0,0,0,70.83,71.67,0,58.49,40.26
11,63.93,0,50,57.14,0,0,50,0,0,0,0,0,0,0,0,0,0,71.03,64.83,0,56.25,38.71
12,58.91,0,0,42.86,0,0,100,0,100,0,0,0,0,0,0,0,0,65.85,58.62,0,71.11,46.99
TOTAL,61.78,,43.7,40.91,,75.0,62.5,,25.0,,,42.86,30.0,,45.45,60.0,66.67,71.18,67.12,,61.11,42.86
