RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,46.88,55.56,0.00,50.85
OTHER,50.00,0.00,0.00,50.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,25.00,100.0,100.0,62.50
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,74.47,72.10,0.00,73.23
BLACK,50.31,70.27,0.00,61.74
TOTAL,59.48,70.61,100.0,65.62
