,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,43.33,34.62,0.0
1,OTHER,37.5,62.5,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,42.86,56.52,0.0
4,ASIA-PI,60.0,58.33,0.0
5,WHITE,67.05,64.87,0.0
6,BLACK,43.11,59.27,0.0
