,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,45.57,57.0,0.0
1,OTHER,66.67,67.57,100.0
2,NATIVE-AM,50.0,66.67,0.0
3,HISP-LT,70.91,68.52,0.0
4,ASIA-PI,54.76,54.0,0.0
5,WHITE,73.24,78.34,0.0
6,BLACK,63.54,74.12,0.0
