PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
88888,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
99999,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EM1,2238.0,5.0,47.0,45.0,0.0,10.0,2.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,2.0,4.0,0.0,42.0,37.0,1.0,1170.0,863.0
EM2,3591.0,4.0,58.0,61.0,0.0,17.0,7.0,0.0,0.0,2.0,0.0,4.0,6.0,0.0,4.0,1.0,0.0,142.0,104.0,3.0,1885.0,1293.0
EM3,3099.0,1.0,67.0,76.0,0.0,13.0,11.0,0.0,2.0,1.0,0.0,10.0,6.0,0.0,9.0,6.0,1.0,643.0,599.0,0.0,958.0,696.0
EM4,2140.0,1.0,29.0,35.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,2.0,0.0,72.0,58.0,2.0,1132.0,794.0
EM5,2258.0,0.0,42.0,45.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,2.0,7.0,0.0,294.0,300.0,2.0,865.0,672.0
GF1,6053.0,2.0,104.0,136.0,0.0,36.0,22.0,0.0,5.0,2.0,0.0,20.0,16.0,0.0,26.0,20.0,2.0,328.0,365.0,2.0,2948.0,2019.0
GF2,1938.0,4.0,40.0,55.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,0.0,126.0,108.0,0.0,832.0,733.0
GF3,3152.0,4.0,47.0,61.0,0.0,7.0,6.0,0.0,1.0,1.0,0.0,5.0,4.0,0.0,4.0,2.0,0.0,198.0,145.0,1.0,1592.0,1074.0
GF4,2172.0,3.0,37.0,42.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,1.0,3.0,1.0,169.0,148.0,4.0,1070.0,657.0
GF5,4413.0,2.0,77.0,77.0,0.0,16.0,9.0,0.0,0.0,1.0,0.0,20.0,11.0,0.0,7.0,6.0,0.0,334.0,236.0,3.0,2187.0,1427.0
HA1,3262.0,2.0,57.0,66.0,0.0,6.0,9.0,0.0,1.0,3.0,1.0,13.0,6.0,0.0,7.0,11.0,0.0,232.0,175.0,3.0,1607.0,1063.0
HA2,3834.0,2.0,83.0,95.0,0.0,13.0,13.0,0.0,2.0,2.0,1.0,25.0,21.0,0.0,19.0,22.0,0.0,1135.0,942.0,0.0,887.0,572.0
HA3,6569.0,4.0,139.0,155.0,0.0,27.0,24.0,0.0,2.0,3.0,1.0,40.0,27.0,0.0,38.0,46.0,0.0,1064.0,873.0,1.0,2474.0,1651.0
HA4,1932.0,2.0,40.0,37.0,0.0,12.0,10.0,0.0,0.0,1.0,1.0,8.0,1.0,0.0,16.0,17.0,1.0,691.0,667.0,0.0,251.0,177.0
HA5,2492.0,1.0,48.0,62.0,0.0,18.0,14.0,0.0,4.0,2.0,0.0,18.0,12.0,0.0,37.0,37.0,0.0,831.0,706.0,0.0,424.0,278.0
HO1,1624.0,1.0,28.0,24.0,0.0,13.0,4.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,5.0,6.0,0.0,605.0,485.0,0.0,298.0,134.0
HO2,3747.0,2.0,69.0,62.0,0.0,19.0,15.0,0.0,1.0,0.0,0.0,16.0,10.0,0.0,35.0,47.0,0.0,1622.0,1262.0,0.0,352.0,235.0
