,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,46.42,50.41,0.0
1,OTHER,53.57,58.82,0.0
2,NATIVE-AM,0.0,25.0,0.0
3,HISP-LT,68.18,42.0,0.0
4,ASIA-PI,55.95,51.89,0.0
5,WHITE,60.22,61.51,0.0
6,BLACK,46.32,55.49,0.0
