PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
AC1A,3293.0,3.0,86.0,79.0,0.0,28.0,15.0,0.0,3.0,1.0,1.0,94.0,72.0,0.0,43.0,38.0,2.0,1178.0,960.0,1.0,414.0,275.0
AC1B,2967.0,0.0,65.0,60.0,0.0,20.0,11.0,0.0,0.0,2.0,0.0,77.0,45.0,0.0,13.0,13.0,0.0,1228.0,877.0,0.0,365.0,191.0
AC1C,2785.0,4.0,93.0,65.0,0.0,34.0,19.0,0.0,4.0,1.0,2.0,114.0,68.0,0.0,24.0,28.0,0.0,737.0,598.0,0.0,613.0,381.0
AD01,1722.0,3.0,50.0,41.0,0.0,24.0,21.0,0.0,0.0,0.0,0.0,38.0,29.0,0.0,35.0,37.0,2.0,691.0,597.0,0.0,90.0,64.0
AU1A,2599.0,0.0,55.0,34.0,0.0,30.0,17.0,0.0,2.0,2.0,0.0,47.0,40.0,0.0,15.0,9.0,0.0,355.0,265.0,1.0,1119.0,608.0
BF02,2007.0,1.0,50.0,38.0,0.0,21.0,19.0,0.0,1.0,0.0,1.0,37.0,32.0,0.0,42.0,39.0,1.0,709.0,686.0,0.0,186.0,144.0
BF03,3812.0,0.0,74.0,77.0,0.0,44.0,39.0,0.0,2.0,1.0,0.0,97.0,78.0,0.0,35.0,27.0,4.0,1483.0,1358.0,0.0,300.0,193.0
BG01,1690.0,3.0,40.0,30.0,0.0,18.0,17.0,0.0,0.0,1.0,0.0,38.0,29.0,0.0,20.0,14.0,1.0,639.0,589.0,1.0,172.0,78.0
BG02,2154.0,0.0,57.0,36.0,1.0,25.0,20.0,0.0,2.0,1.0,0.0,37.0,39.0,0.0,27.0,23.0,0.0,832.0,750.0,0.0,189.0,115.0
BK01,2945.0,2.0,87.0,74.0,0.0,40.0,29.0,0.0,2.0,1.0,0.0,96.0,66.0,0.0,46.0,45.0,2.0,873.0,772.0,1.0,495.0,314.0
BR01,1541.0,0.0,31.0,12.0,0.0,19.0,15.0,0.0,2.0,0.0,0.0,75.0,43.0,0.0,10.0,8.0,1.0,412.0,309.0,1.0,371.0,232.0
BR02,2497.0,2.0,52.0,40.0,0.0,29.0,15.0,0.0,2.0,1.0,0.0,63.0,48.0,0.0,27.0,25.0,0.0,692.0,572.0,0.0,570.0,359.0
BT01,1307.0,0.0,24.0,17.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,19.0,11.0,0.0,4.0,2.0,0.0,55.0,37.0,1.0,688.0,433.0
BT02,2685.0,1.0,45.0,27.0,0.0,28.0,15.0,0.0,1.0,2.0,0.0,72.0,34.0,0.0,4.0,5.0,0.0,85.0,52.0,1.0,1595.0,718.0
BW01,1785.0,1.0,59.0,54.0,0.0,31.0,16.0,0.0,3.0,1.0,0.0,26.0,28.0,0.0,50.0,47.0,0.0,619.0,569.0,0.0,164.0,117.0
CA01,3180.0,3.0,107.0,98.0,0.0,58.0,28.0,0.0,2.0,0.0,0.0,68.0,58.0,0.0,44.0,45.0,4.0,746.0,762.0,2.0,776.0,379.0
CH02,2159.0,2.0,41.0,39.0,0.0,16.0,17.0,0.0,0.0,0.0,0.0,31.0,28.0,0.0,20.0,19.0,1.0,881.0,819.0,0.0,132.0,113.0
CH03,2882.0,1.0,57.0,57.0,0.0,22.0,16.0,0.0,2.0,0.0,0.0,38.0,32.0,0.0,36.0,18.0,0.0,1069.0,995.0,1.0,302.0,236.0
CK01,3016.0,2.0,77.0,76.0,0.0,44.0,22.0,0.0,2.0,1.0,0.0,57.0,49.0,0.0,28.0,22.0,3.0,1006.0,855.0,3.0,510.0,259.0
CL01,1157.0,0.0,20.0,14.0,0.0,13.0,8.0,0.0,0.0,1.0,0.0,41.0,31.0,0.0,8.0,4.0,0.0,291.0,252.0,1.0,289.0,184.0
CL02,3178.0,1.0,54.0,39.0,0.0,32.0,14.0,0.0,1.0,0.0,0.0,67.0,43.0,0.0,9.0,13.0,2.0,631.0,539.0,2.0,1058.0,673.0
CO01,2775.0,1.0,47.0,35.0,0.0,41.0,15.0,0.0,2.0,2.0,0.0,78.0,44.0,0.0,15.0,9.0,1.0,456.0,337.0,1.0,1129.0,562.0
CR01,2399.0,0.0,39.0,52.0,0.0,15.0,15.0,0.0,0.0,2.0,0.0,15.0,21.0,0.0,38.0,41.0,0.0,1078.0,991.0,0.0,50.0,42.0
DC01,2161.0,1.0,36.0,39.0,0.0,16.0,14.0,0.0,1.0,0.0,0.0,22.0,16.0,0.0,63.0,51.0,1.0,967.0,858.0,0.0,41.0,35.0
DI01,2217.0,1.0,80.0,56.0,1.0,40.0,17.0,0.0,1.0,1.0,0.0,80.0,41.0,0.0,15.0,15.0,2.0,361.0,302.0,0.0,774.0,430.0
DL01,2238.0,4.0,33.0,29.0,1.0,20.0,16.0,0.0,1.0,1.0,0.0,27.0,22.0,0.0,18.0,15.0,1.0,813.0,714.0,0.0,302.0,221.0
DO01,1574.0,1.0,29.0,29.0,0.0,10.0,8.0,0.0,0.0,1.0,0.0,17.0,15.0,0.0,46.0,49.0,2.0,688.0,620.0,0.0,37.0,22.0
DU01,2944.0,1.0,54.0,57.0,0.0,11.0,15.0,0.0,1.0,2.0,0.0,26.0,17.0,0.0,17.0,10.0,2.0,1309.0,1200.0,0.0,121.0,101.0
DV01,1426.0,0.0,32.0,40.0,0.0,14.0,11.0,0.0,0.0,2.0,0.0,22.0,13.0,0.0,25.0,14.0,0.0,616.0,542.0,0.0,61.0,34.0
EA01,2239.0,2.0,38.0,49.0,0.0,17.0,18.0,0.0,4.0,1.0,0.0,31.0,17.0,0.0,54.0,44.0,1.0,1019.0,879.0,0.0,33.0,32.0
EA02,3039.0,3.0,51.0,42.0,0.0,26.0,21.0,0.0,2.0,3.0,1.0,42.0,32.0,1.0,46.0,26.0,2.0,1332.0,1229.0,0.0,98.0,82.0
EL01,2060.0,5.0,92.0,57.0,0.0,28.0,16.0,0.0,1.0,1.0,0.0,61.0,46.0,0.0,66.0,56.0,1.0,497.0,494.0,1.0,404.0,234.0
EL02,1691.0,1.0,39.0,38.0,0.0,21.0,15.0,0.0,0.0,2.0,0.0,29.0,15.0,0.0,23.0,18.0,1.0,694.0,594.0,0.0,117.0,84.0
EL03,1986.0,3.0,39.0,24.0,0.0,21.0,21.0,0.0,1.0,2.0,0.0,37.0,28.0,0.0,35.0,28.0,0.0,874.0,706.0,0.0,94.0,73.0
EL04,1808.0,1.0,45.0,36.0,0.0,26.0,16.0,0.0,0.0,0.0,0.0,85.0,41.0,0.0,63.0,46.0,0.0,581.0,493.0,0.0,240.0,135.0
EL05,2116.0,3.0,47.0,45.0,0.0,27.0,32.0,0.0,0.0,1.0,0.0,43.0,31.0,1.0,32.0,33.0,2.0,904.0,760.0,0.0,90.0,65.0
EP01,1535.0,0.0,43.0,41.0,0.0,22.0,12.0,0.0,0.0,0.0,0.0,59.0,34.0,0.0,28.0,28.0,0.0,487.0,425.0,0.0,224.0,132.0
