,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,42.65,48.68,0.0
1,OTHER,31.03,26.32,0.0
2,NATIVE-AM,66.67,28.57,0.0
3,HISP-LT,29.55,44.78,0.0
4,ASIA-PI,52.94,64.29,0.0
5,WHITE,63.82,61.27,75.0
6,BLACK,45.36,55.33,0.0
