,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,53.85,64.95,0.0
1,OTHER,42.86,61.36,0.0
2,NATIVE-AM,50.0,0.0,0.0
3,HISP-LT,75.0,65.0,0.0
4,ASIA-PI,70.59,85.0,0.0
5,WHITE,72.26,77.75,0.0
6,BLACK,39.72,58.47,0.0
