,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,50.0,51.61,0.0
1,OTHER,100.0,100.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,50.0,50.0,0.0
4,ASIA-PI,0.0,50.0,0.0
5,WHITE,72.86,68.91,0.0
6,BLACK,39.68,55.79,0.0
