,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,28.67,35.21,0.0
1,OTHER,47.37,37.5,0.0
2,NATIVE-AM,0.0,60.0,0.0
3,HISP-LT,27.27,36.36,0.0
4,ASIA-PI,43.75,42.86,0.0
5,WHITE,58.16,61.11,0.0
6,BLACK,36.54,48.33,0.0
