PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
COL,392.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,198.0,172.0,0.0,1.0,1.0
COM,843.0,1.0,39.0,26.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,2.0,1.0,357.0,293.0,0.0,74.0,38.0
DAN,1843.0,0.0,62.0,33.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,4.0,2.0,0.0,888.0,796.0,0.0,23.0,15.0
FOR,365.0,0.0,9.0,9.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,133.0,144.0,0.0,40.0,23.0
HAR,375.0,0.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,175.0,173.0,0.0,0.0,1.0
HUL,2297.0,1.0,73.0,71.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,23.0,11.0,0.0,4.0,6.0,2.0,971.0,788.0,0.0,221.0,102.0
ILA,988.0,0.0,20.0,20.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,490.0,439.0,0.0,2.0,6.0
MIL,993.0,0.0,22.0,29.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,486.0,437.0,0.0,4.0,4.0
PAO,170.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,83.0,80.0,0.0,0.0,0.0
PIT,1286.0,0.0,31.0,29.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,1.0,2.0,598.0,571.0,0.0,24.0,15.0
POC,675.0,0.0,11.0,16.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,0.0,308.0,297.0,0.0,21.0,12.0
TOTAL,10227.0,2.0,283.0,256.0,0.0,25.0,23.0,0.0,3.0,2.0,0.0,47.0,30.0,0.0,26.0,17.0,9.0,4687.0,4190.0,0.0,410.0,217.0
