,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,49.14,55.96,0.0
1,OTHER,33.33,50.0,0.0
2,NATIVE-AM,0.0,100.0,0.0
3,HISP-LT,56.25,70.59,0.0
4,ASIA-PI,0.0,60.0,0.0
5,WHITE,70.17,73.54,66.67
6,BLACK,65.52,75.68,0.0
