,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,48.65,44.44,0.0
1,OTHER,66.67,100.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,60.0,53.85,0.0
4,ASIA-PI,50.0,33.33,0.0
5,WHITE,69.27,67.39,0.0
6,BLACK,100.0,55.56,0.0
