,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,61.18,59.09,0.0
1,OTHER,57.69,71.43,0.0
2,NATIVE-AM,100.0,0.0,0.0
3,HISP-LT,77.78,75.0,0.0
4,ASIA-PI,77.36,70.37,0.0
5,WHITE,77.24,80.21,0.0
6,BLACK,65.62,76.92,0.0
