,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,61.54,50.0,0.0
1,OTHER,33.33,0.0,0.0
2,NATIVE-AM,0.0,50.0,0.0
3,HISP-LT,50.0,50.0,0.0
4,ASIA-PI,100.0,33.33,0.0
5,WHITE,60.79,66.6,0.0
6,BLACK,0.0,0.0,0.0
