,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,52.0,58.11,0.0
1,OTHER,44.38,55.0,0.0
2,NATIVE-AM,54.55,66.67,0.0
3,HISP-LT,44.23,56.18,0.0
4,ASIA-PI,43.11,43.48,0.0
5,WHITE,71.04,72.61,78.57
6,BLACK,47.49,61.01,33.33
