,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,23.81,45.16,0.0
1,OTHER,66.67,0.0,0.0
2,NATIVE-AM,0.0,100.0,0.0
3,HISP-LT,33.33,60.0,0.0
4,ASIA-PI,9.09,28.57,0.0
5,WHITE,56.0,61.41,100.0
6,BLACK,51.65,71.65,0.0
