,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,36.73,44.44,0.0
1,OTHER,10.0,47.83,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,39.13,54.17,0.0
4,ASIA-PI,40.74,41.38,0.0
5,WHITE,52.87,52.99,0.0
6,BLACK,51.74,58.79,100.0
