,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,56.07,71.83,0.0
1,OTHER,70.37,58.06,0.0
2,NATIVE-AM,100.0,100.0,0.0
3,HISP-LT,72.22,70.83,0.0
4,ASIA-PI,75.61,62.79,0.0
5,WHITE,71.53,71.06,0.0
6,BLACK,47.92,62.5,0.0
