,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,54.65,56.22,0.0
1,OTHER,66.67,50.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,27.27,33.33,100.0
4,ASIA-PI,63.64,50.0,0.0
5,WHITE,70.05,71.01,100.0
6,BLACK,43.55,70.59,0.0
