,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,50.45,59.0,0.0
1,OTHER,53.81,57.49,100.0
2,NATIVE-AM,50.0,47.37,0.0
3,HISP-LT,56.26,60.9,100.0
4,ASIA-PI,50.83,56.57,0.0
5,WHITE,67.31,69.29,81.48
6,BLACK,56.32,68.51,58.33
