,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,51.5,53.8,0.0
1,OTHER,60.0,52.27,0.0
2,NATIVE-AM,50.0,50.0,0.0
3,HISP-LT,71.79,68.42,0.0
4,ASIA-PI,56.41,61.9,0.0
5,WHITE,68.87,67.55,0.0
6,BLACK,53.08,62.82,0.0
