,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,61.67,77.27,0.0
1,OTHER,100.0,57.14,0.0
2,NATIVE-AM,100.0,100.0,0.0
3,HISP-LT,37.5,70.0,0.0
4,ASIA-PI,72.73,78.57,0.0
5,WHITE,74.1,78.62,0.0
6,BLACK,75.0,91.67,0.0
