,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,39.13,52.17,0.0
1,OTHER,100.0,50.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,0.0,0.0,0.0
4,ASIA-PI,0.0,0.0,0.0
5,WHITE,63.85,58.38,0.0
6,BLACK,0.0,0.0,0.0
