PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
CA,70.23,0,67.95,58.82,0,50,80,0,0,100,0,50,73.68,0,50,55.56,0,73.15,69.72,0,69.7,66.25
EL,70.01,0,67.01,58.1,0,52.94,45.45,0,0,0,0,54.39,50,0,41.38,55.56,0,71.77,71.25,0,74.92,66.31
GM,65.25,0,65.45,57.89,0,100,25,0,0,100,0,16.67,40,0,50,100,0,70.25,70.4,0,63.22,40.70
HA,65.98,0,56.6,50,0,66.67,37.5,0,100,0,0,57.89,50,0,100,100,0,68.67,66.25,100,72.01,55.86
L9,70.67,100,69.23,63.93,0,62.5,57.14,0,100,0,0,64.29,60,0,78.57,66.67,100,71.5,70.29,0,76.15,66.67
MG,70,100,64.62,53.66,0,20,30,0,100,0,0,66.67,68.75,0,63.16,45.45,100,71.63,71.47,100,76.14,56.00
PV,65.91,0,56.25,58.06,0,50,0,0,0,0,0,0,33.33,0,0,0,0,69.71,65.31,0,51.61,48.00
SK,63.71,100,27.27,56.52,0,0,66.67,0,0,0,0,40,0,0,75,75,0,69.57,65.25,0,62.14,46.81
U9,71.19,100,75,71.79,0,25,75,0,0,0,0,40,33.33,0,100,25,0,72.41,72.8,0,68.18,43.18
VP,65.93,0,55,70.59,0,50,0,0,0,100,0,50,50,0,0,0,100,72.56,64.1,0,70,51.16
WA,65.49,0,51.09,53.75,0,54.55,44.44,0,0,0,0,52.17,65,0,66.67,60,100,67.47,67.17,0,70.59,58.41
TOTAL,68.42,83.33,62.04,58.15,,50.0,49.38,,100.0,75.0,,53.76,57.69,,60.61,58.18,66.67,71.15,69.51,100.0,69.94,56.55
