PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
021,69.81,0,60,85.71,0,33.33,100,0,0,0,0,66.67,100,0,50,0,0,68,71.83,0,100,50.00
031,66.12,0,90.91,64.71,0,0,50,0,0,0,0,100,0,0,60,0,0,65.12,69.01,0,0,0
041,67.73,100,47.5,51.28,0,33.33,100,0,66.67,0,0,40,45.45,0,100,50,0,68.53,69.22,0,37.5,27.27
051,65.29,0,58.95,55.41,0,33.33,33.33,0,0,0,0,50,33.33,0,50,50,0,68.65,64.46,0,54.93,45.45
061,73.89,0,60,82.35,0,100,33.33,0,0,0,0,100,100,0,100,100,0,72.86,75.89,0,65,63.64
071,65.72,0,100,50,0,100,0,0,0,0,0,100,0,0,0,0,0,69.54,63.04,0,0,0
081,65.38,0,71.43,54.35,0,100,100,0,100,0,0,41.67,64.29,0,100,100,0,66.67,64.55,0,50,50.00
091,69.55,0,75,53.33,0,0,0,0,100,0,0,100,50,0,0,33.33,0,72.47,66.96,0,100,66.67
101,69.18,0,38.46,56,0,100,0,0,0,0,0,100,50,0,100,100,0,69.43,70.76,0,50,50.00
111,68.54,0,52.38,43.33,0,0,100,0,0,0,0,37.5,80,0,0,0,0,69.44,69.73,0,100,50.00
TOTAL,67.68,100.0,59.36,56.89,,47.37,41.67,,66.67,0.0,,53.33,52.54,,64.29,46.88,0.0,69.0,68.08,,55.65,45.19
