,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,41.25,68.25,0.0
1,OTHER,69.23,66.67,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,55.56,78.57,0.0
4,ASIA-PI,44.44,50.0,0.0
5,WHITE,70.57,75.3,100.0
6,BLACK,66.73,73.6,0.0
