,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,57.75,64.94,0.0
1,OTHER,67.74,75.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,67.44,70.37,0.0
4,ASIA-PI,69.81,63.64,0.0
5,WHITE,71.24,77.82,100.0
6,BLACK,56.64,67.16,0.0
