,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,16.67,33.33,0.0
1,OTHER,0.0,0.0,0.0
2,NATIVE-AM,100.0,100.0,0.0
3,HISP-LT,42.42,43.4,0.0
4,ASIA-PI,0.0,0.0,0.0
5,WHITE,52.63,50.93,0.0
6,BLACK,44.89,52.79,0.0
