,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,49.09,61.59,0.0
1,OTHER,43.48,60.0,0.0
2,NATIVE-AM,100.0,50.0,0.0
3,HISP-LT,62.82,56.3,0.0
4,ASIA-PI,64.29,52.63,0.0
5,WHITE,70.56,72.25,75.0
6,BLACK,59.86,69.57,100.0
