,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,50.0,69.01,0.0
1,OTHER,42.86,33.33,0.0
2,NATIVE-AM,100.0,100.0,0.0
3,HISP-LT,33.33,70.0,0.0
4,ASIA-PI,63.27,54.55,0.0
5,WHITE,73.65,73.69,100.0
6,BLACK,65.25,72.59,0.0
