,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,69.57,49.09,0.0
1,OTHER,33.33,0.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,50.0,37.5,0.0
4,ASIA-PI,40.0,50.0,0.0
5,WHITE,57.02,55.15,0.0
6,BLACK,63.64,59.09,0.0
