,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,28.71,49.4,0.0
1,OTHER,63.64,44.44,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,50.0,66.67,0.0
4,ASIA-PI,20.0,0.0,0.0
5,WHITE,52.38,48.0,0.0
6,BLACK,53.61,67.17,0.0
