RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,37.14,32.35,0.0,34.78
OTHER,50.0,66.67,0.0,60.0
NATIVE-AM,0.0,0.0,0.0,0.0
HISP-LT,0.0,62.5,0.0,45.45
ASIA-PI,50.0,100.0,0.0,66.67
WHITE,54.39,54.1,0.0,54.24
BLACK,41.76,55.53,6.25,49.85
TOTAL,42.41,54.86,6.25,49.6
