,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,59.03,64.52,0.0
1,OTHER,59.65,66.04,50.0
2,NATIVE-AM,57.89,56.67,0.0
3,HISP-LT,61.47,64.51,66.67
4,ASIA-PI,56.29,60.05,80.0
5,WHITE,71.61,73.44,54.17
6,BLACK,67.27,75.99,52.94
