PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
0002,2551.0,1.0,61.0,37.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,29.0,20.0,0.0,3.0,8.0,2.0,1018.0,770.0,0.0,384.0,201.0
0007,795.0,0.0,17.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,4.0,3.0,1.0,348.0,312.0,0.0,53.0,29.0
0008,787.0,0.0,17.0,20.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,363.0,354.0,0.0,19.0,7.0
0009,150.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,58.0,52.0,0.0,13.0,12.0
0010,409.0,0.0,4.0,5.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,141.0,129.0,0.0,81.0,43.0
0011,669.0,0.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,331.0,269.0,0.0,29.0,18.0
0012,460.0,0.0,9.0,9.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,212.0,203.0,0.0,10.0,4.0
0013,287.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,138.0,136.0,0.0,1.0,0.0
0014,972.0,0.0,23.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,3.0,0.0,0.0,459.0,400.0,0.0,28.0,26.0
0015,575.0,0.0,9.0,11.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,13.0,4.0,0.0,4.0,2.0,0.0,258.0,228.0,0.0,24.0,18.0
0016,284.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,147.0,109.0,0.0,9.0,3.0
0017,903.0,0.0,18.0,11.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,428.0,351.0,0.0,47.0,30.0
0018,647.0,0.0,11.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,318.0,284.0,0.0,7.0,6.0
0019,1324.0,0.0,18.0,15.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,24.0,21.0,0.0,1.0,1.0,0.0,573.0,496.0,0.0,110.0,60.0
0020,528.0,4.0,6.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,239.0,211.0,0.0,23.0,17.0
0021,147.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,72.0,61.0,0.0,6.0,4.0
0022,179.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,81.0,71.0,0.0,1.0,6.0
0023,573.0,1.0,9.0,6.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,1.0,0.0,285.0,225.0,0.0,14.0,8.0
TOTAL,12240.0,7.0,221.0,179.0,0.0,36.0,21.0,0.0,4.0,1.0,0.0,147.0,105.0,0.0,17.0,18.0,3.0,5469.0,4661.0,0.0,859.0,492.0
