,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,30.53,46.72,0.0
1,OTHER,36.36,46.15,0.0
2,NATIVE-AM,100.0,25.0,0.0
3,HISP-LT,68.42,56.67,0.0
4,ASIA-PI,58.33,46.15,0.0
5,WHITE,54.05,53.55,0.0
6,BLACK,39.18,54.64,0.0
