,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,53.18,56.46,0.0
1,OTHER,45.0,63.33,0.0
2,NATIVE-AM,0.0,100.0,0.0
3,HISP-LT,73.68,68.09,0.0
4,ASIA-PI,59.46,61.7,0.0
5,WHITE,67.54,70.34,0.0
6,BLACK,50.5,60.91,0.0
