,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,57.61,50.72,0.0
1,OTHER,33.33,73.33,0.0
2,NATIVE-AM,0.0,100.0,0.0
3,HISP-LT,100.0,66.67,0.0
4,ASIA-PI,85.71,80.0,0.0
5,WHITE,66.17,70.4,0.0
6,BLACK,49.07,66.25,0.0
