,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,35.24,41.77,0.0
1,OTHER,42.86,50.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,60.87,67.86,0.0
4,ASIA-PI,27.27,20.0,0.0
5,WHITE,60.97,64.67,80.0
6,BLACK,36.52,59.15,0.0
