,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,31.61,46.76,0.0
1,OTHER,33.33,44.44,0.0
2,NATIVE-AM,33.33,100.0,0.0
3,HISP-LT,22.22,47.5,0.0
4,ASIA-PI,39.13,52.63,0.0
5,WHITE,64.6,63.53,0.0
6,BLACK,51.67,65.08,0.0
