,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,27.55,40.86,0.0
1,OTHER,31.03,45.45,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,41.1,59.78,0.0
4,ASIA-PI,46.81,39.53,0.0
5,WHITE,48.91,47.81,0.0
6,BLACK,41.83,60.0,33.33
