,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,57.72,61.98,0.0
1,OTHER,63.16,54.17,0.0
2,NATIVE-AM,100.0,100.0,0.0
3,HISP-LT,38.89,57.14,0.0
4,ASIA-PI,66.67,64.0,0.0
5,WHITE,67.35,69.11,100.0
6,BLACK,56.35,74.3,0.0
